,text,labels
1526,어느순간엔우울하고불안한것도적응이되더라이제는내가아무것도안하고불안해하지않으면불안한느낌,0
1527,안녕얘들아우선반말해서미안해우울감에존댓말쓰는건뭔가좀어색하고그래서그냥편하게반말할게글이좀길어질거같지만끝까지읽어줬으면좋겠어난내일개학하는고등학교학년여학생이야그리고뚱뚱한몸,0
1528,난내가이플레이리스트를다시들을날이올줄몰랐다,0
1529,그냥울고싶은데눈물이안나,0
1530,가슴이답답하고숨이잘안쉬어져서짜증나고눈물나는거저만그런거아니죠이거코로나가만든우울증이라는데제발하루빨리마스크벗고생활하는날이왔으면좋겠네요스트레스만쌓이고이게무슨일인지다들건강,0
1531,그냥날꽉안아줬으면좋겠다그냥수고했어힘들었겠다이런말들과함께꽉안아줬으면좋겠다,0
1532,몇년동안우울함을가지고살아서그런가이제는우울한것도즐기게되고익숙해졌어근데가장비참한거는나도이렇게나우울하고모든게힘들게느껴져서죽고싶을때가많은데나보다힘든사람들이더많아서내가가지고있는힘듬이나아픔은,0
1533,이렇게죽고싶을만큼힘들때의지할곳이하나없다는거그게제일마음아프다그냥저멀리떠나서사람여럿이말고혼자서마음을추스르고싶다나도주변에친구들날바라봐주는친구들이많았으면진심으로행복하겠다친,0
1534,나진짜행복한데분명행복했었는데,0
1535,점수받으면너무절망적인데나는노력조차하지않았으니까힘들어할자격도없는것같은느낌,0
1536,미래의내가꿈에나와서말해줬으면좋겠다넌지금잘하고있다고그대로만하면된다고다지나갈거라고그러니너무불안해하지도아파하지도말라고너는끝내찬란하게웃을거라고,0
1537,난기적을믿는다,0
1538,껄룩씨요즘좀방황하고싶은데현실이발목을잡네요어쩔수없이타협하고현실로돌아가려합니다속상하네요이플리가응원해주는것같아힘을내보려해요화이팅,0
1539,나는매일생각했어요누구보다멋지게성공해서꼭날무시한놈들을짓밟아주겠다고근데나못해요힘들어그냥살기가싫어성공이고뭐고나죽고싶어나도힘들어요나감정쓰레기통아니야나도요감정있어요그래도정말열심히살아볼,0
1540,남을용서하는것보다나를용서하는게왜이리힘든걸까,0
1541,정말아무것도안하고싶다진짜스마트폰잡기도싫고씻기싫고한달동안만자고일어나서집에서만살고싶고학원이랑다때려치고혼자서자고싶은데잠은안오고배는고픈데굶고있고그런데여기보니까더비참해지는것같다나,0
1542,그냥아무것도물어보지말고말없이꼭안아주세요저에게는그게최고의위로가되니까,0
1543,내가밤마다몰래우는걸누가알아줬으면하는마음은이미너무힘들어보이는엄마에겐너무무리한것같지만누군가알아주고달래줬으면좋겠다,0
1544,다들어릴적의나한테미안하다고하니깐불안해지네용아직나는어린데아직어른이될려면멀었는데어른의모습인내가실패해서나에게사과하는게상상되서불안하네요나중에꼭성공했으면조켓다,0
1545,뭘해도미래가막막한느낌아시나요나이도어리고한참꿈을꾸는나이라는데당장앞의불끄기에도벅찬데어떻게멀리볼까요예전에는어떻게든버티는이유가있었는데이제는내가뭘보고버티는지도모르겠고그냥사는거같아요,0
1546,오늘나한테너무큰일이일어나서깜깜한방에서몇십분동안멍만때리다가눈물도안나오는데억지로라도좀울어야할거같아서무작정들어왔어노래는나한테위로가안되는데댓글은좀위로가된다다들고마워그리고다들힘내이세상은나에,0
1547,나는성적도상위권이고어디가아프지도않고돈이없는것도아니고언니들보다부모님의사랑도받았는데왜우울한지모르겠다그냥이렇게큰과거의나한테미안하고나보다더하지만나처럼살지는않는분들께이렇게나약해서죄,0
1548,가슴깊숙한곳에멈춰버렸던시간속에차올랐던우울한감정이다시스물스물기어올라온다외로운감정과우울한감정을나만의꿈과성공을위해억누른채달려왔지만그래도어쩔수없나보다오늘도그렇게시간이흘러가겠지그리,0
1549,누가이거하던데나도할게그때까지잘살아있을진모르겠지만년뒤나야그땐부디행복하기를언젠가나에게메리크리스마스,0
1550,부모님은나때문에노후준비도못하시고없는살림에전부나한테투자하시는데나는아무것도못해,0
1551,주변사람들에대한기억을다지워버리고새로시작하고싶다마치세상에첫발을내디딘예전의나처럼특히너에대한기억들을지우고다시시작하고싶다이게무슨감정인지잘모르겠다이댓글을쓰면서도계속친구들의문자를확인한다아개같다진,0
1552,행복하게해주세요제발나좀행복하게해주세요,0
1553,너희의한마디한마디를매일매일읽고있어얘들아오늘하루도정말고생했다이곳에서만큼은우울을숨기지않아줘서고마워덕분에나도너희와함께라는생각이들었어사랑해수고했어살아있어줘서너무고맙다,0
1554,그날은진짜많이웃었는데그행복을또되갚아서밤에울어버리네대체난왜이러는걸까행복을슬픔으로갚아야된다니,0
1555,자기자신을사랑하는방법이뭔가요,0
1556,난이때까지내가제일불행하고힘든사람이라고생각했는데여기와보니저와같은처지의분들이꽤많네요진짜진짜꼭이겨내세요제발저처럼시들지말고활짝피세요제발부탁이에요,0
1557,이플리가나왔을스무살가을끝자락에들었고그리고지금스물두살가을초에듣지만이시간동안바뀐게무엇일까난내가이년뒤엔더멋지고재밌는삶을살줄알았는데그때보다더최악이될줄은몰랐지그리고이년뒤에다시들을그땐행,0
1558,아무때나우는성격이아니었다시도때도없이우울해지는성격도아니었다지독하게정상적이었던나는어느순간정상적인삶에서점점멀어지고있었다매일똑같은시간에일어나시계바늘을따라움직이는나의기계적인삶속에우울,0
1559,난어떤사람이였을까무슨성격이었는지무슨생각을했는지어떤반응을했는지하나도기억이안난다이제난어떻게사람을대해야하는걸까내기분대로말하면안되는걸머리론알지만어떻게해야되는지모르겠다지금은그냥도망가고싶다,0
1560,올해로고내년에는고수험생이된다벌써부터두려워진다남들다가는대학못갈까봐무섭고대학못가서나때문에안타까워하실부모님생각하면미칠거같다나정말이렇게살면안되는건데,0
1561,너보다좋지못한환경에서사는사람들이더많다고너는그나마나은거라고하는엄마가너무미워나는그저위로한마디듣고싶었을뿐인데나도너무힘든데남이힘든거를비교하면서내가조금이라도더낫다며괜찮아해야해,0
1562,내가도대체얼마나더어떻게해야하는지모르겠어세상은압박을줘넌꼭성공해야해저바닥에서생활하고싶지않다면넌꼭움직여야해넌모든걸책임져야해나는나는너무힘들어,0
1563,아내일은또어떻게버티냐빨리연말돼서행복해졌으면,0
1564,우리행복하자애들아제발,0
1565,너무행복하면가끔불안해이행복이언제까지이어질지몰라서한치앞도모르는내미래가너무두려운데당장몸도나아지지않고우리아빠엄마생각해서자랑스러운딸되보려고나많이노력했는데스스로노력했다하기에는아직많이,0
1566,얘들아안녕아무도보지않을테지만끄적여볼게나는서로가서로를원치않았지만타협했던두남녀의결실로맺어진외동딸이야그둘은진심으로서로가맞지않았는지내가아주어릴때부터그랬어그남자는술을한모금들이킬때마다세상,0
1567,그만울고싶어요,0
1568,나는항상정말열심히노력해도왜남들보다항상뒤쳐지는걸까억울하고너무우울하다이영상만몇번째들으러오는건지,0
1569,진짜진정한친구가없는거같아서너무우울함가장가깝다고생각했던친구도결국은나만그렇게생각한거같고,0
1570,너무자주이곳에들르지않기를한번씩들러머물다가길,0
1571,힘내라는응원이버거울때가종종있죠당신은더이상낼힘이없으니까요삶이힘든당신그럼에도오늘하루를잘견디어주셨군요외로운저에게오늘당신의견딤이얼마나힘이되었는지그대는모를겁니다,0
1572,다들나한테왜그랬어요좀날사랑해줘도됐잖아요그저그들의탓으로돌리고싶은밤,0
1573,혼자있어도계속혼자있고싶다하루라도좋으니까아무도간섭안했으면좋겠어,0
1574,그냥그런날있잖아요평범한날인데사소하게힘든일이계속겹치는그런날오늘이그런날이였어요나는내가믿고있고걔도날믿고있을거라고생각했는데아니였나봐요안그래도기분적적했는데더먹먹해지고그냥그렇네요그냥,0
1575,오늘도매일밤울다지쳐잠들며기도한다내일은밝은햇빛이내방에스며들어날깨우지않기를차라리눈을뜨지않게해달라고오늘도믿지도않는신들에게기도한다제발이것만이라도들어주세요,0
1576,현실에서도망치고싶은데도망칠곳이없다어쩔수없이하루하루괴로운하루를맞이하며힘든현실을살아가는데이젠그냥다놓고싶다괜찮아질라고하면상황은항상더악화가되고그럴때마다내자신은더힘들어져서어차피나한텐,0
1577,살아가고있지않다살아내고있다열심히버텨주고있는거다그렇기에당신이자랑스럽다,0
1578,괜찮을거야원래날이밝기직전이제일어두운법이야그밤이지나면낮이올거고무지개도보이겠지가고싶어도나랑같이그것만보고가자수고했어,0
1579,예전에이노래듣는날이마자막일거라고다짐하면서들었는데다시와버림,0
1580,새벽에혼자길바닥에누워서울다가해뜰때발닿는곳까지뛰었을때도착한곳은들판이랑사람한명없지만가슴가득히무언가채워지는기분이들고바다가환하게보이는그런따뜻하고존재만으로날위로해주는기분을들게해주는곳에도,0
1581,요즘너무행복하다고맨날웃기만하고슬프거나우울해서안운지몇년이나된것같은데오랜만에엄마가자기전날안아주면서잘자라고말해줬을때눈물이흘렀음아직도이유는모르겠는데그때생각하면눈물나지금도어느,0
1582,그냥아무말도안하고내옆에서가만히토닥거려주는사람품에서하루종일울고싶다,0
1583,난말이지그런말들이너무싫어지금이순간너무살고싶어하는사람들이있다고그런사람들을위해서라도넌살아야한다고나이가들었는데도아직까지그런모습이냐고그니까여기있는사람들은내가대신아프고불행할테니까행복하자아니평범,0
1584,우울할때는응원보다같이우울해주는게더위로가되는거같아요위로되는음악이네요,0
1585,어쩌다이렇게제가이렇게이렇게된건지모르겠어요예전에순수하게어른이되고싶다던아이가바로저였는데지금은반대로아무것도모르던아이가되고싶네요우울증을걸린줄몰라서그걸방치하고제몸을망치,0
1586,조바심나고뭐부터시작해야할지모르겠고부모님실망시켜드릴까봐두렵고무섭고그럼에도달라지지않는내자신이정말신물날정도로싫다난왜이럴까진짜다들열심히사는데나만아직도정신못차리는것같고,0
1587,요즘에너무시간에쫒기고동생이랑도엄청틀어지고항상반복되는일상에혼자있는일상진짜딱이틀만아무걱정없이사랑받고싶다,0
1588,이유모를우울함과답답함에울고싶어서찾아왔어요펑펑울고나니개운하네요,0
1589,처음으로키우던강아지를잃어버린지일이지나가요항상나보면꼬리흔들던그모습이너무그리워요너무보고싶고내가너무못난주인인것같아미안해요하루에도몇번을울어요찾을수있겠지찾을수있을거야라고생각하면서도못,0
1590,막연히지금내힘든상태털어놓고아프다우울하다하는거노래듣다우는거다모르겠고내일부턴꼭이영상찾아올일다시는없었으면좋겠어나도다른사람들도,0
1591,진짜너무너무힘들다이렇게라도댓글을적으면내마음이위로가될까그만힘들고싶다,0
1592,다시학교로간다고해도난어정쩡하게있을거고같이이야기하고무리에끼겠다고아등바등하는내가너무비참해정말그누구에게도내가우울하다는걸설명할방법이없어,0
1593,잘하는거하나없는내가싫어서밤을새가며울고짓물린내얼굴을봤을때자존감이바닥을쳤다남들다하는건데나만못하는걸알아버렸을때또울었고다시거울을보고못생겨진내얼굴에깨버렸다그파편을꼭쥐고피가흐를때,0
1594,예비고인시점에서꿈이없어요있었죠하고싶은건불과한달전까지만해도근데주변에서그과는취직이안된다네요그래서포기했어요처음으로명확한목표를잡았는데그게틀렸대요다시반환점으로돌아왔어요엄마는항상취직이잘되야,0
1595,이세상의주인공말고상대방인생의주인공말고그냥나의주인공이더나아요내가뭘하느냐에따라뭔가바뀌는사람은자신밖에없어요,0
1596,왜이렇게살까고쳐야지하면서도어느순간유튜브보면서깔깔거리고만있네,0
1597,과거의나자신아미안해언젠가잘될줄알았을텐데미래의나의멋지게성장한모습을기대했을텐데현재의나자신아미안해스스로에게때리고욕하고울고자책하고후회하고또울고미래의나자신아미안해미래가참,0
1598,내가너에게위로의말을할때그말은어쩌면내가듣고싶었던위로의말아닐까,0
1599,나는무엇을위해서여기까지달려왔을까내가바라던꿈이이뤄질보장하나도없는데헛된희망을가지고간다그끝엔결국절망이있을것을알고서도바라고있다,0
1600,큰일이면울기라도할텐데하나같이짜잘하게작은일이라이딴일에울고싶지않아서울지도못하고계속쌓이니까일이풀려도후련하지도않다인생이왜이렇게꼬이지생각도들고내가내인생을일부러꼬이게하는건가싶기도,0
1601,하루하루가벅차요,0
1602,내가왜울고있었더라,0
1603,크리스마스에이걸듣고있는내인생이레전드,0
1604,우울할때실컷우울해질수있는것도행복이라고고마워해야한다고위로가이것뿐이라내자신에게미안했다,0
1605,오늘도난남몰래방에서눈물을훔치고다시공부를시작하는구나,0
1606,이정도로무너질사람들아니라는거다아니까일어나자매순간간절하게살다보면반드시너의날이올거야,0
1607,몇번이고다짐하고깨달아도몇번이나바뀌지않는다매일같이울면서우울하다느끼고바뀌어야지다짐하면서도시간이지나면또다시나만자책하면서바뀌지않는게싫다,0
1608,철들기싫었는데일찍철들어착한아이소리들으면서산다는게쉽지가않다착하다는말말고아무것도안해도그자체로사랑받으면서살고싶다언제부턴가아무것도안하는게스스로도불안해서자꾸무언가해야된다는,0
1609,나만기댈수있는친구가없어멀어져만가고외롭고난소심한성격이너무싫어나도친구들이랑잘어울리고싶은대그런것이잘안돼내자신이너무싫어고민을털사람이없어,0
1610,내가모든걸포기했을때비로소내가진심으로웃을수있게되었어,0
1611,드라마에나오는것처럼불행하던주인공인생에새로운행복이다가와주는거그거내가되고싶다예전엔참쓸때없는생각이라생각했는데지금은너무필요하다진짜,0
1612,사랑받고자란티가나는애들이너무부럽다나도다음생엔그렇게태어나고싶다아니다그냥태어나질말았으면다음생이라는것도없었으면,0
1613,어릴적부터개를진짜무서워해서작은강아지조차무서워했는데고되면서엄청귀여운강아지를할아버지께서키우기시작하면서그아이한테처음으로마음의문을열었어힘들때마다아빠랑그강아지랑같이산책하면서힘든거훌훌털어버리고,0
1614,그누구보다나를잘아는자신을위로해줘라그럼내자신이나에게좋은결과를줄것이다,0
1615,살아있고꿈이있다,0
1616,슬플때책을읽으면슬픔이덜했다그래서책을읽었다그리고그책을쓴사람의가치관에끌렸다저이야기도독특하네아저이야기도재밌어그리고는여러가치관에이끌리다진정한자신이누구인지잊어버렸다지금쓰는이이야기도,0
1617,생각해봤어내가약해져있을때왜오히려사람들은저렇게날카로운시선말을내게던지고일은풀리기는커녕잘라내버릴수도없게꼬여버리는지사실다평소랑같은데그냥내가아니라서새삼더상처받고지치는걸까그럼내가예민한사람이니까내,0
1618,내거힘든거말하면내눈치볼거잖아나위로하려고억지로쥐어짜낼거잖아그게너무싫어서민폐같아서어디에도털어놓기싫어,0
1619,어제죽었던사람이부러워할오늘이에요오늘도그하루를버틴당신은정말대단한사람이에요,0
1620,얘들아내가살때목에줄을매고죽을뻔했대그순수한나이에아무생각없이그렇게맨게지금은정말로그때아무상처없고순수했던그시절에죽었으면좋겠다고아직까지도후회하고있어나는정말세상에아무것도안되는사람이지만,0
1621,아무도없는곳에서하고싶은거마음껏하고편히올라가고싶어,0
1622,눈물은언제멈출까,0
1623,좋은부모와평범한가정에서자라고있어서행복해야하는데그러지못한사람들이나보다더열심히사는거같아부모한테사랑받고받을거다받고있는데난그걸돌려줄수있을까나도좋아하는거잘하는거찾아서미래바라보며웃고싶다,0
1624,항상사랑받는것같은데왜이렇게지칠까,0
1625,언제나내옆에있는사람이언제내곁을떠날지두려워항상잘해주려해도그게잘안되는데어떻게해야하는거죠,0
1626,성인이되기년반정도남았는데성인이되고스스로살아갈내자신을견디기힘들거같당,0
1627,한강보이는집에산다친구가많진않아도외롭지않을만큼은있다가정도화목한편이다간간이전교등도하고고첫모의고사도수시파이터주제에나쁘지않았다그런데도이렇게매일매일빈틈없이죽고싶을수가있나내가이,0
1628,네가별거아닌일이라고외면했던상처들이지금은산을이루며내가바라보는곳마다자리하고있어그니까더는외면하지말고똑바로바라보고이겨냈으면좋겠어말은쉽지만절대쉽지않은과정일걸알아그럼에도네가그많은상처들,0
1629,행볻하다가도자꾸의식해서아맞다나우울했었지하고왜다시우울햐지는걸까생각할수록내편이없는거같아,0
1630,나있죠정말이런사람아닌데사소한걸로우울하고정말또이런사람아닌데오늘따라많이울었고그리고진짜이런사람아닌데어딘가아무나그누구라도품에끌어안고잔뜩어리광부리며계속울고싶었어요어렸을때부터쓸모없는사람,0
1631,힘들때마다듣곤했는데그게또오늘이라니,0
1632,후회없는삶이기를행복한삶이기를바라왔다앞으로의삶을살아갈용기도죽음을마주할용기도없다,0
1633,왜난모든사람들의고민거리화풀이를다받아주면서내마음하나털어놓지를못할까내마음속얘기를다른사람에게하기가두려워날성가신애로생각할것같아,0
1634,우울하지않아도노래가너무좋아서계속들으러옴,0
1635,정말간절했는데세상에는의지만으로는안되는일들도많더라,0
1636,가끔숨쉬는법을잊어먹곤해,0
1637,차라리울고싶다그냥속이허해서눈물도안나와,0
1638,왜하고싶은것도없으면서무언가에대한의욕도안생기고감정도조절못하는걸까남들은다뭐라도열심히하는데아무것도이뤄내지않은나를보면서불안해하는게내하루이고전부일까,0
1639,아직도보는분계시면새탭열어서파도소리asmr틀어놓고같이들으시면더위로돼요우리존재화이팅,0
1640,이젠눈물도안나와,0
1641,때마친오늘좀우울했었는데고마워요,0
1642,분명고때도왔었는데재수생인지금다시돌아왔네난강하니까분명잘버틸수있을거라생각하고시작했던재수생활너무힘들다일주일남았지언제부터였는지도모른다포기했다난다시일어나는힘이없다내분수에할수있는,0
1643,학창시절을거의함께보냈던친구가그친구를빼면설명할수없는내학창시절이와르르무너졌다나와보냈던긴시간들이너의그짧은카톡으로끝맺음나는게난너무슬퍼내가그카톡에대답을못한것도말이야,0
1644,세상에사연없는사람어디있겠요여러분이존경하는좋아하는미워하는그사람마저도혼자힘들어할거예요지금울고후련히털어버리세요그리고잊으세요망각은하늘이주신최고의선물이래요꿈만꿔야할미래에두려움갖기마세요,0
1645,어제보다성장한나를꿈꾸며나아간다,0
1646,마음이너무힘들고머리가깨질듯이아파견디기가힘들어무너질거같아아프고아파누군가에기대서펑펑울고싶어모든게너무힘들고아프게다가와지금까지잘견뎌온나인데요즘왜이렇게지치고힘들까,0
1647,오늘을잊지말자후회하지도말자부끄러워하지도말자그냥그랬던거야,0
1648,나는나니까사랑하는거에요어떠한이유없이나니까우리가다른사람을사랑할때어떠한이유로사랑하진않잖아요그냥너니깐사랑하는거지그거랑마찬가지로그냥나니까사랑하는거에요그러니깐자신을사랑해주세요,0
1649,아들이아니라서미안해좋은성적이아니라서미안해무표정이차가워서미안해공감능력이떨어져서미안해타인에게관심이없어서미안해마땅한꿈도목표도없어서정말미안해엄마그리고주변인들에게,0
1650,아무나힘들면편하게쉬어라고말해주면좋겠다제발요,0
1651,사람을잃는다는게얼마나큰고통인지알기에더욱살기무섭다난그큰고통을몇번이고겪어봐서더욱무섭다,0
1652,남들은다노력하고그게결실을못맺어서이런노래들으면서위로받는건데나는노력하지도않고힘들어하는것같다남들이다너무잘해서나도모르게포기해버리는내가너무싫고남들만큼죽어라노력해도나는안될꺼야라는생각에미,0
1653,나도이제행복해지고싶다,0
1654,지금힘든일들을나중에돌아보게된다면그렇게까지힘든일이아니였는데뭐가그리무섭고아팠는지싶으면서도힘들어했던이때의내가안쓰럽겠지지금의나를담담하게받아드릴수있는밝은미래가있었으면좋겠다,0
1655,내가태어날때는모두가웃고내가울었으니내가죽을때는모두가울고내가웃길,0
1656,힘내세요우린정말로인생하는게알수없는걸만치만그래도우리포기하지마세요Fighting,0
1657,나같은사람이널사랑해서미안해,0
1658,아빠미안해못난딸이여서제발건강해줘미안해못되게군거다잘못했어내맘은이런게아니야진짜미안해다미안해,0
1659,이플레이리스트월에내가젤우울했을때많이듣던거였는데지금다시들으니까그때생각나서씁쓸하면서도그때감정이게속느껴지네요,0
1660,인생은흐르는강우리가지금이렇게수많은돌덩이와바위에부딪히며힘든건바다로나아가기위한것이고수많은갈림길을지나오는것은우리의인생에서꼭해야할선택에불과해요우리는그과정이어떻든찬란하게드넓은바다로가게될거,0
1661,누군가요즘괜찮냐고물을때마다상처로얽혀복잡한내심정을고작몇초몇마디로정리할수없었다그래서난그냥이라고대답했다,0
1662,편히숨쉬고싶어요날힘들게했던일들도날죽고싶을정도로우울함을느끼게하는원인덩어리들이없는곳에서요벗어날수없어요그나마조금살만한공간을찾았지만완전히벗어날수없어요어서졸업해서취업을해서이집,0
1663,힘든일도별로없는데나괜찮은데여길자꾸들리지내안에있는내면은괜찮지않은건가,0
1664,예전만큼눈물도나오지않아,0
1665,여기선내고민이너무하찮아진다열등감에찌들어진내가너무싫고아무것도안하면서좋은결과를원하는내가현타온다내나름대로열심히하고있는데안올라남들은잘만하는데열등감에매일찌들어간다애써무시해도다시들어오,0
1666,나는왜노력을안할까다른사람들다목표가있고원하는걸얻기위해열심히노력하는데나만목표도없고미래가불투명해나만노력안해,0
1667,너희의그모든슬픔이언젠가는너희가성장하게될발판이되길바라,0
1668,뭐가힘드냐고물어보면그걸왜몰라주냐고화내고싶지만나도내가뭐가힘든지잘모르겠다,0
1669,모르겠어그냥울어버리고싶어남들보면나보다더어렵고힘든사람들도힘내서열심히살고있는데집에서편하게있는내가뭐가힘든거지하는생각도들고내가별것도아닌일로어리광부리고있는걸까하는생각도들고그렇다고안힘,0
1670,머리는깨질듯아프고눈을감으면바다에빠져가라앉는다이상황을나갈수있는출구도그렇다고헤쳐나갈길도아무것도보이지않는다그저공허함뿐인하루그렇게또하루가지나간다그저그렇게,0
1671,머리가아프고눈도안좋아지고있고마음도아픈데계속버텨가는내가자랑스러워미칠거같다,0
1672,나를사랑해준사람을잃는게더슬플까내가사랑한사람은잃는게더슬플까난되도록이면내가그사람들보다일찍죽길바란다미안한일이겠지만내이기심을이해해주길,0
1673,엄마아빠암같은거없이건강하게행복하게오래살았으면좋겠어나는엄마아빠없는세상속에서도저히살아나갈방법이보이지않는것같아어쩌면자기자신보다나를더사랑했을엄마아빠제발같이건강하게오래살자,0
1674,미래의내모습이불투명해서우는게아니야내미래가안보여서우는게아냐난단지내가지내왔던모든과거가그리고현재나의모습이미래에나에게가소로운하나의기억이될까봐무서웠을뿐이야난나의과거를,0
1675,너무힘들어서이제눈물도안나온다,0
1676,이제많이나아져서이글쓰고여기졸업한다과거의나에게하는말네가우울한건전적으로성공해본적이없기때문이야네가한도전에는전략도노력도없었어네가외로운건전적으로소통할줄모르기때문이야제대로,0
1677,지금까지버텨준과거의당신에게오늘도살아남은지금의당신에게더욱찬란히빛날미래의당신에게오늘하루만큼이라도편히잠들수있기를과거의자신을용서할수있기를자신을누군가를사랑할수있,0
1678,가끔은뭔가아무도나를신경쓰지않으면좋겠어소리내어울어도지나가길,0
1679,누군가내마음을꽈악쥐었다놓았다반복하는것같은느낌하도눈물을참고밝은척해서이젠울고싶어도눈물이안나와,0
1680,이렇게혼자울고있을때누군가들어와서세게안아줬으면좋겠어,0
1681,나는행복해질수있을까당장하루하루가너무벅차다우울증은날놓아주질않고안좋았던기억은매일나를찾아온다당장한달뒤에나는살아있을까언제쯤나는살고싶어질까,0
1682,난우울할자격도없다모든것이내가자초한일이라는걸알고그걸알면서도아무것도바뀌는것없는자신이너무한심하다불확실한미래에불안함은커져가고그런상황을핑계로어느하나제대로해내는것없고과거의행복,0
1683,이영상을보는모든분들그리고이영상을보진않았어도힘든분들모두아프지말고매일이행복하고가짜웃음말고진짜웃음으로삶을채웠으면좋겠네요제발다행복해주세요,0
1684,나오늘생일이었는데하나부터열가지진짜하나도마음에안들었음이번학교들어가서는조용히다녀서친구들이뭐축하는해주는친구만해주겠지하고있었는데오늘우리반에나랑생일이같은애가있었는데걔는우리반애들이거의모두,0
1685,여기있는모든분들께모든게괜찮아질거라고괜찮다고지금껏그랬던것처럼자신을믿으면서천천히자신들만의속도를찾아앞으로나아갔으면좋겠다고말해주고싶었어요사람마다가지고있는힘듦의깊이도모든게다르니까자신을믿,0
1686,너가없어졌으면좋겠어우리가족한테더이상의불행을만들지마우리가족을뺏어가려하지마날따라하려하지마내주변그모든것들을건들지마나를원래대로돌려놔,0
1687,친구들한테상대적박탈감느끼는게너무싫음맨날sns염탐하면서와나도저렇게돈많았으면예뻤으면날씬했으면하면서상상하는나자신이너무초라해서견딜수가없더라,0
1688,괜찮다괜찮다정말괜찮다고생각하지만그런척하고있다는사실을깨닫게될때모든것이무너져버렸다,0
1689,내가이렇게방에서질질짜고힘든거알아달라고입닫고울부짖는다고달라지는게있을까,0
1690,왜그때너한테헤어지자했을까내행동때문에너가서러워해서나한테연락자주안한건데그걸난모르고내가너무이기적이어서너한테해어지자했어년반이지난지금그걸깨달으고너무고통스럽다왜헤어질때보다지금이더힘들까내가그때,0
1691,이상하게마음에상처들이많은지울때마다심장이너무아파상처들까지자꾸건들여서터지는느낌이고숨이턱턱막혀울때마다너무자주울어서그런지조금이라도우울하면한쪽만눈물이흐르고다른반쪽은웃으려고해오늘은,0
1692,그냥무언가를털어놓고싶은데어디서부터얘길꺼내야할지도모르겠고처음이야길시작할때는상상해보면어색하고내이야기를들어준다고한상대가내들을준비가됐다고해도그렇게거창한얘기도아니라부담스럽고그래,0
1693,세상에는왜평화가필요할까평화가찾아와도내인생은평화롭지않은데난행복할수없는거야왜더불행해지기만하는거야내가이세상에필요한존재일까,0
1694,죽고싶은데이렇게살기도싫다는말이어느정도공감이되지만우울한날들이계속반복되니어떤삶을살고싶은지도모르겠고정말그렇게살면행복해질지도모르겠어서좀두려워져상황이바뀌고내환경이바뀌면그때는내,0
1695,다내가자초한일인데왜이렇게힘든지모르겠다,0
1696,올해월처음으로우울이라는감정을지독하게도앓았어요어쩌면여기찾아오는당신도그럴지몰라요그러나이감정은분명히지나가요나를믿어요정말이에요나도모르는새에나는더이상아무이유없이눈물이나오는일이,0
1697,너무힘들고지쳐서죽고싶다는생각도들고여러가지방법을찾아보다가지금혼자침대한켠에서이플리를듣고있는데너무힘들면눈물도안나는걸까참힘들다,0
1698,오늘부모님과싸웠다그냥내가조금참으면되는일조금만감정죽여보지억눌러보지그거하나못해서병신같다이렇게처우는날보며진짜짜증난다환멸나고왜나는이따구인지왜이런지맨날다잡고다짐해도왜그대로인지,0
1699,뭐하나내세울수없는내가너무밉다,0
1700,왜죽어도내일은찾아오는지,0
1701,기대를하면그만큼실망이크잖아그래도나는항상기대하면서사는사람이었는데언젠가부터기대하지않게되더라기대하고그만큼실망하는것보다는차라리아무기대도하지않는게나은것같아,0
1702,날먼저생각해주는사람이있었으면좋겠어이기적인거아는데난뭐가그렇게지금까지남눈치만보고살아온건지후회가돼,0
1703,오늘너무슬퍼서낮시에방에들어가비좁은공간에베개를두고두꺼운이불을덥고가사없는노래를들으며눈물을흘려보냈어울고계속울고앉아서방안을보는데캄캄하지않고그냥분위기가너무좋더라맨날이랬으면좋겠다막,0
1704,막다른사람사연보고자기가쓴게너무초라하다고생각하는사람들전혀그렇지않아너희도너무힘들어서들어왔잖아마음껏울어도돼다털어놔,0
1705,꿈이있고남들있을땐밝고잘지내는데근데꿈을이루기너무막막한데알아주는사람은단한명도없고다내가완벽한줄만알아요나도사람이라완벽할순없잖아요그래서여기왔겠죠노래들으면서위로받는내자신이이상하다고느낄때가대부분,0
1706,내가쏟아내버린잘못을후회할줄알면서그랬던실수를또똑같이반복하는내가너무싫다,0
1707,요새저는무슨생각을하고사는지모르겠네요항상무언가에불안을떨고상처받고한번쯤은일탈을하고싶어요내가과연지금하는일이맞는일인걸까내가진정으로원해서하는걸까나는꿈이뭘까취업진학아니할수,0
1708,모든걸잃은사람들은잃을것이없을거라생각했다하지만막상모든걸잃어보니까아니었다내과거의한사람도다시얻지못한다는생각때문이었다그한사람을얻기위해서는모든것을잃은상태에서하나를가지고자다시모험을,0
1709,다음생엔안태어날래요,0
1710,아무것도모르잖아이해못하잖아내인생내감정마음대로판단하지마그것도나한텐상처야,0
1711,너무우울하면자꾸날때려요울지말라고참으라고그렇게머리도때리고여기저기때리다보면다시우울함을참게되어있더라구요,0
1712,엄마늦게오는날은왜이리우울할까뭔가내게있어야하는사람이사라진느낌아무것도하기싫다,0
1713,인생은불안불확실성의연속이에요그걸다견디려면부처도못견뎌요적어도제가살아온인생은그랬으니까그냥흘러가는대로받아들이고노력도해보고포기도해보고노력도해보고넘어져보고울어보고그런게인생이죠무시하고힘차게,0
